action,id,report_number,object_class,time,x,y,speed,nextx,nexty
point,1055,4,0,3,15639.52475,8202.995529,298,15644,8383
point,1054,4,0,3,14587.05704,15834.51533,336,14556,15856
point,1053,4,1,3,6654.916044,17620.61085,298,6766,17381
point,1052,4,4,3,7259.107764,20384.87836,63.0625,7122,20487
point,1051,4,1,3,9033.729525,20035.61339,504.5,9356,20552
point,1050,4,1,3,19825.18262,16300.14797,132,19854,16718
point,1498,4,0,3,5263.123778,17816.56114,336,5368,17826
point,1048,4,0,3,9417.876039,13069.14931,298,9426,13083
point,1047,4,1,3,11100.24051,11332.29451,298,11047,11395
point,1046,4,0,3,11877.15033,16828.1603,448,11892,16818
point,1045,4,0,3,10658.80144,27581.48499,672,10666,27643
point,1044,4,3,3,8790.933325,12030.01848,126.125,8811,12064
point,1043,4,0,3,14390.41029,19262.76309,298,14316,19227
point,1042,4,1,3,11011.22442,19339.603,448,10833,19382
point,1041,4,5,3,11708.31782,26935.71871,31.53125,11694,26760
point,1040,4,0,3,7383.106802,20277.8932,672,7363,20298
point,1039,4,0,3,10996.58916,13876.62895,336,10986,13767
point,1038,4,0,3,18247.05552,25351.75834,132,18213,25315
point,1037,4,1,3,4881.316968,15240.1544,298,4765,15359
point,1036,4,1,3,8770.058206,20025.18447,336,8802,19982
point,1035,4,0,3,18015.00715,24512.94911,132,18213,24337
point,1034,4,1,3,12495.95071,27833.76697,298,12451,27936
point,1033,4,2,3,8768.679745,13312.69705,252.25,8838,13424
point,1032,4,0,3,8241.505568,23882.62639,298,8247,23884
point,1031,4,0,3,15139.16857,20362.86001,298,15231,20463
point,1030,4,0,3,8616.926601,18960.12842,1009,8584,18848
point,1029,4,0,3,13451.63449,9012.663595,1009,13308,9968
point,1028,4,1,3,10056.00202,4960.026915,198,10079,4811
point,1027,4,0,3,10671.6212,6259.807224,149,10741,6118
point,1026,4,4,3,10341.19172,14761.93355,63.0625,10408,14847
point,1025,4,1,3,14770.90567,21140.12431,504.5,14758,21135
point,1024,4,1,3,9730.763518,12062.60586,504.5,9935,12403
point,1023,4,1,3,8685.322415,18487.60442,298,8695,18423
point,1022,4,0,3,9095.836521,15751.95368,448,9070,15759
point,1021,4,0,3,9799.853897,12521.83247,298,9828,12505
point,1020,4,0,3,15596.25597,21130.51052,298,15382,21382
point,1019,4,0,3,12943.49194,13504.65526,672,12975,13445
point,1018,4,3,3,10568.38611,19515.96587,126.125,10598,19493
point,1017,4,5,3,5859.236475,21906.92734,31.53125,5897,21875
point,1016,4,0,3,14418.22872,30113,672,14542,30113
point,1015,4,0,3,12153.94035,27543.66969,298,12213,27640
point,1014,4,0,3,7725.382131,16018.53559,298,7647,16122
point,1013,4,1,3,5049.653148,19571.44057,149,5109,19533
point,1012,4,0,3,5543.452622,20099.0367,298,5651,20112
point,1011,4,0,3,12322.36105,8151.522065,149,12323,8182
point,1010,4,0,3,14526.40599,19310.94422,298,14445,19289
point,1009,4,0,3,15198.57666,22559.39074,149,15061,22555
point,1008,4,2,3,10623.63139,27298.31837,252.25,10618,27255
point,1007,4,1,3,19499.86813,22810.29198,132,19439,22792
point,1006,4,4,3,6147.840343,15139.3149,63.0625,6155,15151
point,1005,4,0,3,7433.962808,14043.51828,298,7399,13989
point,1004,4,5,3,15340.27432,15006.65773,31.53125,15345,15040
point,1003,4,2,3,8052.151534,12104.91835,252.25,8089,12167
point,1002,4,0,3,8668.240034,17132.7117,1009,8752,16404
point,1497,4,0,3,15583.3681,5508.413722,132,15698,5598
point,1000,4,2,3,13180.28194,30472.28194,252.25,13132,30424
point,999,4,0,3,14501.76075,21266.27508,198,14640,21330
point,998,4,0,3,10044.22462,15888.31663,448,10068,15943
point,997,4,1,3,10388.07095,21502.12352,298,10380,21395
point,996,4,0,3,12723.05267,14887.53973,298,12683,14864
point,995,4,1,3,9411.256329,8464.769609,448,9307,8546
point,994,4,0,3,13563.07689,30455.40539,672,13402,30583
point,993,4,0,3,10640.13893,17899.05244,672,10573,17890
point,992,4,0,3,16163.62639,9463.482943,298,16200,9594
point,991,4,1,3,15131.91102,9162.301256,448,15099,9226
point,990,4,0,3,12000.90473,13051.76954,298,12203,12993
point,989,4,3,3,6647.155336,15804.54028,126.125,6679,15650
point,988,4,2,3,11063.49044,26734.3734,252.25,11029,26726
point,987,4,0,3,8533.695667,17177.36974,672,8652,17274
point,986,4,0,3,16153.64279,14212.77934,672,16081,14393
point,985,4,2,3,8872.120622,11151.72946,252.25,8878,11148
point,984,4,1,3,13373.74658,25740.49316,298,13393,25779
point,983,4,5,3,6046.230507,17280.15448,31.53125,6043,17288
point,982,4,0,3,13995.65392,21033.21291,198,14230,21141
point,981,4,0,3,8481.569904,23830.50115,672,8520,23710
point,980,4,2,3,15832.87731,15515.39506,252.25,15795,15483
point,979,4,0,3,10988.11405,18151.60202,224,10965,18126
point,978,4,1,3,14008.65077,13435.46474,448,13947,13509
point,977,4,0,3,4697.805699,17566.43921,298,4632,17691
point,976,4,0,3,14734.31218,17666.91866,132,14612,17715
point,975,4,1,3,11464.86561,16879.39382,448,11303,16861
point,974,4,0,3,13369.59911,10077.28668,448,13245,10007
point,973,4,0,3,19745.80681,16132.50609,132,19747,16143
point,972,4,0,3,7552.702917,19105.88003,224,7429,18924
point,971,4,0,3,20746.50309,13312.20893,132,20735,13294
point,970,4,3,3,20083.2743,12405.9782,126.125,20077,12394
point,969,4,1,3,14534.54379,28080.08676,298,14736,28489
point,968,4,0,3,4080.801874,15103.67086,298,4104,15140
point,967,4,0,3,13231.79915,20602.04169,149,13266,20534
point,966,4,3,3,5257.477293,18508.33448,126.125,5264,18505
point,965,4,1,3,17549.09885,23138.22004,298,17572,23118
point,964,4,1,3,16547.3687,29250.89125,504.5,16285,29371
point,963,4,3,3,12545.09728,21239.00228,126.125,12474,21403
point,962,4,1,3,12329.44874,9554.409192,448,12420,9592
point,961,4,0,3,6586.991479,23351.7623,132,7051,23257
point,960,4,0,3,10539.81829,6410.332854,149,10460,6481
point,959,4,1,3,13081.4861,30082.99084,298,13089,30082
point,958,4,0,3,8977.628443,17500.28872,672,8839,17404
point,957,4,0,3,10399.64303,19166.80284,448,10417,19094
point,956,4,0,3,10776.2967,14321.22617,149,10814,14337
point,955,4,0,3,15983.33777,21627.10152,672,15926,21601
point,954,4,1,3,11588.54544,23722.74278,298,11705,23768
point,953,4,1,3,9278.549041,19712.91721,336,9196,19712
point,952,4,0,3,10370.92456,21206.5553,448,10370,20956
point,951,4,0,3,9965.527994,17830.74928,672,9567,17790
point,950,4,0,3,11240.36517,19194.68246,448,11113,19308
point,949,4,1,3,8636.371442,17766.91369,504.5,8655,17760
point,948,4,2,3,10147.44953,17849.23733,252.25,10056,17840
point,947,4,0,3,10621.32765,11894.14394,149,10879,11591
point,946,4,0,3,15775.39875,11954.5696,224,15796,11924
point,945,4,3,3,11016.57118,5034.279437,126.125,10981,5025
point,944,4,0,3,9808.369128,10011.15037,298,9794,9891
point,943,4,1,3,11094.04044,14596.29806,504.5,11090,14578
point,942,4,0,3,8553.902929,7354.470954,298,8639,7242
point,941,4,2,3,11900.34249,16815.13227,252.25,11892,16818
point,1496,4,0,3,11864.54924,19483.5467,149,11914,19386
point,939,4,1,3,8169.041338,19739.34217,298,8175,19579
point,938,4,1,3,8730.983583,18096.39257,298,8728,17986
point,937,4,1,3,10604.28675,27150.6681,504.5,10544,26692
point,936,4,2,3,9948.352702,18648.3331,252.25,9955,18633
point,935,4,1,3,10967.6028,25692.77541,298,10988,25614
point,934,4,0,3,13278.20487,25548.37879,298,13222,25435
point,933,4,2,3,14853.8478,21173.84589,252.25,14844,21170
point,932,4,5,3,6941.7851,19808.08537,31.53125,7005,19793
point,931,4,1,3,15090.52136,12435.25036,448,15016,12494
point,930,4,0,3,11398.95246,28927.53061,672,11321,28824
point,929,4,1,3,6723.890341,20866.80333,298,6725,20869
point,928,4,0,3,9172.062197,13970.36795,224,9181,13985
point,927,4,0,3,11033.35915,10819.62139,448,11052,10854
point,926,4,1,3,13856,28167.72095,298,13856,28234
point,925,4,2,3,6672.534291,15644.55519,252.25,6679,15650
point,924,4,1,3,11871.27575,16154.55626,504.5,12045,15875
point,923,4,0,3,8334.10883,12573.78711,448,8386,12660
point,922,4,0,3,12110.25051,7660.462734,99,12115,7715
point,921,4,0,3,12549.50607,16646.13558,672,12514,16662
point,920,4,4,3,13282.25752,26327.51228,63.0625,13316,26311
point,919,4,1,3,10310.56804,16279.04235,298,10189,16288
point,918,4,0,3,8169.948007,11587.47785,448,8089,11636
point,917,4,0,3,7772.530675,16556.64132,672,8006,16747
point,916,4,0,3,10686.13787,27804.10293,672,10666,27643
point,915,4,0,3,1076.689836,21045.8304,672,853,21001
point,914,4,0,3,7123.182499,19147.30381,298,7183,19083
point,913,4,0,3,15754.50909,15012.41273,672,15803,14966
point,912,4,2,3,15611.89599,22680.19958,252.25,15443,22604
point,911,4,0,3,10608.86689,27185.51433,336,10544,26692
point,910,4,0,3,14617.26376,28247.99069,298,14501,28012
point,909,4,4,3,19075.51208,23299.975,63.0625,18430,22634
point,908,4,0,3,11491.00983,18201.49508,88,11462,18216
point,907,4,0,3,13577.16863,15230.51054,298,13697,15238
point,906,4,0,3,11659.2762,16800.7238,448,11629,16831
point,905,4,3,3,8783.811112,14402.41526,126.125,8831,15200
point,904,4,0,3,9306.922704,19713.12307,336,9286,19713
point,903,4,1,3,18746.54523,10231.29842,504.5,19068,11572
point,902,4,1,3,15401.30492,15164.80191,298,15435,15235
point,901,4,0,3,17840.79271,22792.93992,298,17968,22616
point,900,4,1,3,12102.38283,30199.66301,132,12148,30253
point,899,4,1,3,14790.93066,15818.05233,298,14715,15764
point,898,4,0,3,11515.83969,18693.88982,448,11558,18719
point,897,4,1,3,11681.80194,18795.73118,224,11570,18739
point,896,4,0,3,14153.54962,16052.34416,672,14067,16065
point,895,4,1,3,16346.1102,10217.81929,298,16389,10404
point,894,4,1,3,9117.861178,19715.33927,504.5,9196,19712
point,893,4,2,3,14372.25975,9464.691029,252.25,14707,9642
point,892,4,0,3,8256.08334,17738.20059,672,8450,17784
point,891,4,0,3,6252.216514,17919.20643,672,6134,17890
point,890,4,5,3,13956.76368,28225.21547,31.53125,13856,28234
point,889,4,0,3,10972.33608,4981.082907,298,10923,4731
point,888,4,0,3,15790.18247,14113.00975,448,15844,14192
point,887,4,1,3,10618.90725,9423.453942,448,10614,9356
point,886,4,3,3,10027.85143,10955.32309,126.125,10025,11137
point,885,4,0,3,8663.833235,13215.60641,298,8696,13196
point,884,4,0,3,11858.36511,17676.03562,224,11836,17634
point,883,4,0,3,12312.56077,7677.108668,298,12303,7070
point,882,4,2,3,9981.076693,17040.35969,252.25,10032,17065
point,881,4,1,3,11050.15334,14433.10892,149,11072,14442
point,880,4,0,3,14442.76927,23991.10001,298,14668,24008
point,879,4,0,3,15575.90582,29697.41007,672,15564,29703
point,878,4,1,3,8025.147282,16724.51158,298,8155,16572
point,877,4,0,3,10554.72449,18046.62542,298,10472,18718
point,876,4,0,3,2602.08703,18225.73925,298,2531,18109
point,875,4,0,3,8776.629206,19503.98054,1009,8843,19730
point,874,4,1,3,12317.04459,18238.48314,448,12218,18111
point,873,4,1,3,8412.813967,16322.54675,298,8381,16296
point,872,4,1,3,6489.910729,19398.01498,298,6425,19181
point,871,4,0,3,10475.85747,18686.69355,298,10567,17947
point,870,4,2,3,12609.1659,27601.34505,252.25,12671,27497
point,869,4,2,3,10609.02606,4782.443334,252.25,10658,4825
point,868,4,1,3,10922.76762,11539.93777,298,10879,11591
point,867,4,0,3,15247.67044,16471.36247,298,15239,16472
point,866,4,3,3,17212.56722,22916.91478,126.125,17304,22821
point,865,4,0,3,15753.87081,15013.02365,672,15733,15033
point,864,4,1,3,1880.82014,21161.28319,132,1821,21195
point,863,4,0,3,11175.5865,16180.44885,298,11306,16146
point,1495,4,0,3,12401.36115,21571.39227,672,12327,21748
point,861,4,0,3,9350.966268,12794.17553,298,9454,12732
point,860,4,3,3,11989.9475,15487.20207,126.125,12045,15390
point,859,4,1,3,19609.22794,7780.195515,132,18249,8155
point,858,4,2,3,13132.89922,12345.29806,252.25,13137,12346
point,857,4,0,3,15646.59376,8445.250309,298,15644,8383
point,856,4,2,3,11596.57633,13869.38007,252.25,11606,13886
point,855,4,0,3,11056.99063,10863.16313,448,11235,11190
point,854,4,1,3,9788.212332,18568.45225,448,9831,18589
point,853,4,0,3,12851.87404,13376.79112,448,12854,13378
point,852,4,1,3,11360.30455,13531.88247,298,11338,13542
point,851,4,0,3,12029.96737,16775.02229,224,12020,16774
point,850,4,2,3,8571.605838,23193.02578,252.25,8574,23165
point,849,4,0,3,9143.397074,17607.31105,672,9221,17655
point,848,4,1,3,12828.90591,25162.71294,448,12779,25162
point,847,4,0,3,8479.251489,23837.77075,672,8520,23710
point,846,4,2,3,12688.09774,18474.22284,252.25,12734,18479
point,845,4,1,3,8843.555562,19734.60323,504.5,8843,19730
point,844,4,0,3,5895.567179,19745.13522,298,5894,19734
point,843,4,1,3,13225.12454,14173.22124,448,13194,14198
point,842,4,1,3,9798.814701,9931.259096,298,9841,10284
point,841,4,2,3,14092.03146,28018.95145,252.25,14171,28172
point,840,4,1,3,11847.04519,17165.20699,224,11977,17340
point,839,4,5,3,14451.91039,23699.99078,31.53125,14489,23722
point,838,4,0,3,12046.10182,28342.82813,298,12080,28356
point,837,4,1,3,11816.60435,12269.23836,448,11757,12158
point,836,4,0,3,19600.50352,20253.14266,132,19463,19897
point,835,4,1,3,13859.37284,21294.7918,298,13855,21293
point,834,4,3,3,6179.110487,13728.60311,126.125,6947,13276
point,1494,4,1,3,10914.8639,13364.83033,298,11166,13293
point,832,4,3,3,14134.49692,28101.25356,126.125,14171,28172
point,831,4,0,3,15217.24519,12364.29949,298,15297,12490
point,830,4,0,3,10011.22878,12530.04796,336,10277,12973
point,829,4,1,3,16095.22741,16152.00164,298,15843,15981
point,828,4,1,3,7091.741659,17990.38692,504.5,7255,17998
point,827,4,0,3,9152.554885,21404.55857,298,9248,21392
point,826,4,0,3,8738.268259,23782.80827,672,8745,23785
disappearpoint,825,3,2,3,6600,20925,0,6600,20925
point,824,4,5,3,7488.991408,24442.47912,31.53125,7525,24530
point,823,4,0,3,12313.82028,7744.127122,149,12323,8182
point,822,4,0,3,20434.25905,16240.33307,132,20594,16171
point,821,4,0,3,18509.65392,23285.65671,1009,17968,22616
point,820,4,3,3,4800.678447,19535.2215,126.125,4802,19585
point,819,4,1,3,2677.092314,17979.19323,504.5,3076,17817
point,818,4,0,3,11954.35053,29667.80071,672,11449,28994
point,817,4,1,3,19631.31,20333.1423,132,19624,20314
point,816,4,1,3,11707.55543,16610.43869,336,11694,16656
point,815,4,2,3,8896.83752,8715.463284,252.25,8961,8839
point,814,4,1,3,12592.84216,14556.76187,504.5,12587,14582
point,813,4,0,3,9986.090949,7890.873605,448,9690,7634
point,812,4,0,3,11937.93635,14590.34144,298,12134,14572
point,811,4,5,3,3830.331995,14701.35867,31.53125,3924,14852
point,810,4,1,3,16465.53597,14781.1959,298,16365,14837
point,809,4,5,3,6124.42767,15537.549,31.53125,5960,15503
point,808,4,0,3,14592.38394,18789.82352,672,14203,18956
point,807,4,1,3,8558.78079,20310.82597,336,8498,20393
point,806,4,0,3,11317.90722,4561.382255,298,11589,4498
point,805,4,2,3,14044.68667,19438.23961,252.25,14045,19438
point,804,4,1,3,14726.46669,23122.32023,448,14711,22946
point,803,4,1,3,4876.818403,17220.67259,298,4833,17311
point,802,4,2,3,8727.279676,15886.97472,252.25,8754,15857
point,801,4,0,3,12864.30316,15338.45864,298,12839,15328
point,800,4,1,3,10754.5253,26671.9044,298,10764,26671
point,799,4,0,3,9864.177309,12453.93782,298,9895,12431
point,798,4,3,3,12318.4495,19517.17012,126.125,12201,19289
point,797,4,0,3,14448.20705,24429.79791,198,14438,24402
point,796,4,2,3,11385.09854,25134.19007,252.25,11426,25135
point,795,4,4,3,11445.06906,15643.23122,63.0625,11446,15645
point,794,4,3,3,12394.53834,17614.09074,126.125,12348,17647
point,793,4,0,3,11365.05372,27964.43096,298,11308,27905
point,792,4,1,3,12096.48972,21554.7199,504.5,12036,21504
point,791,4,4,3,13378.61448,9297.481811,63.0625,13350,9452
point,790,4,0,3,11872.1874,10282.3991,298,12332,9967
point,789,4,2,3,7262.549144,18286.18809,252.25,7251,18301
point,788,4,0,3,10736.60454,25451.63217,672,10835,25225
point,787,4,5,3,11493.08395,22447.93729,31.53125,11762,22562
point,786,4,2,3,9310.34393,20203.12637,252.25,9052,20351
point,785,4,0,3,15229.53313,13489.46677,448,15114,13360
point,784,4,3,3,8793.208541,16694.63357,126.125,8798,16700
point,783,4,1,3,11381.16112,18594.64796,448,11422,18638
point,782,4,0,3,7379.739267,18007.68296,672,7474,18015
point,781,4,0,3,14486.76836,20737.71144,298,14342,20966
point,780,4,0,3,8463.562776,20511.11578,672,8471,20473
point,779,4,2,3,15041.93789,22447.77565,252.25,14989,22150
point,778,4,0,3,2532.043008,18172.4745,672,2538,18535
point,777,4,5,3,10176.42732,22908.68278,31.53125,10677,22386
point,776,4,1,3,11427.3586,18641.19152,224,11422,18638
point,775,4,0,3,1455.48053,21121.74506,672,1821,21195
point,774,4,2,3,7906.295146,22303.30927,252.25,8017,22191
point,773,4,2,3,13193.0592,14001.43042,252.25,13210,14007
point,772,4,0,3,13953.05249,13364.47412,298,13883,13353
point,771,4,0,3,11830.85296,16219.60444,672,12045,15875
point,770,4,2,3,18077.04773,18401.44904,252.25,18030,18415
point,769,4,0,3,5095.896299,17973.27141,149,5168,17808
point,768,4,3,3,10386.61984,21264.42478,126.125,10389,21253
point,767,4,0,3,13689.72193,19173.69626,672,13689,19174
point,766,4,0,3,10290.84259,15518.93561,298,10097,15603
point,765,4,0,3,15565.44807,17813.2912,448,15114,17898
point,764,4,0,3,11541.96418,17432.96038,88,11541,17427
point,763,4,0,3,12771.02392,20094.70343,672,12780,20082
point,762,4,0,3,11005.01093,20970.56231,1009,11552,21140
point,761,4,3,3,11082.99515,18037.35197,44,11008,17993
point,760,4,0,3,7671.390567,22805.98636,298,7671,22793
point,759,4,0,3,18485.38439,17255.99179,132,18431,17338
point,758,4,1,3,9711.76088,10681.79022,298,9485,10803
point,757,4,4,3,12046.84453,13665.21674,63.0625,12087,13768
point,756,4,0,3,11039.01611,17754.56455,224,11007,17825
point,755,4,0,3,12793.40107,27176.47618,298,12734,27389
point,754,4,0,3,10539.94764,17886.89163,672,10573,17890
point,753,4,1,3,5104.926941,19535.63823,149,5109,19533
point,752,4,0,3,16430.62173,28277.33298,298,16456,28325
point,751,4,1,3,9876.864741,12306.1079,504.5,9935,12403
point,750,4,1,3,10944.07501,17458.84759,298,10917,17444
point,749,4,0,3,19586.36919,13062.51992,132,19497,12836
point,748,4,0,3,10621.93306,27285.2543,672,10618,27255
point,747,4,0,3,8307.045344,16385.6773,298,8254,16450
point,746,4,0,3,8932.1714,19725.08802,336,8843,19730
point,745,4,0,3,11047.31122,14265.78991,336,11021,14078
point,744,4,0,3,10889.41961,17640.30902,448,10777,17844
point,743,4,0,3,16186.8842,14130.31018,672,16212,14068
point,742,4,0,3,11140.10696,5539.799551,298,11162,5567
point,741,4,3,3,10104.55145,12685.58575,126.125,10277,12973
point,740,4,5,3,8058.746251,8395.973921,31.53125,8189,8497
point,739,4,0,3,6553.08914,17930.63022,672,6598,17936
point,738,4,0,3,20450.48997,19659.04524,66,20439,19587
point,737,4,0,3,16387.168,21838.663,672,16228,21738
point,736,4,1,3,18470.07116,11767.12811,504.5,18442,11763
point,735,4,0,3,7315.798652,18217.895,298,7251,18301
point,734,4,1,3,4454.710924,10503.76698,149,3756,11304
point,733,4,2,3,10251.22075,20959.80703,252.25,10370,20956
point,732,4,0,3,11500.8869,19594.84161,298,11508,19588
point,731,4,3,3,12702.72407,21880.04078,126.125,12775,21687
point,730,4,4,3,12881.39033,19922.27551,63.0625,12926,19852
point,729,4,4,3,13410.88175,13761.92125,63.0625,13199,13747
point,728,4,1,3,18790.65591,23006.0888,298,18430,22634
point,727,4,2,3,11401.96707,19689.98587,252.25,11508,19588
point,726,4,1,3,10112.41991,17071.45511,298,10331,17089
point,725,4,0,3,12652.6312,18470.53175,672,12292,18433
point,724,4,3,3,12469.25387,24435.03668,126.125,12487,24391
point,723,4,0,3,15637.68272,8128.905048,298,15635,8021
point,722,4,3,3,11341.45026,10647.1466,126.125,11414,10598
point,721,4,4,3,15695.51816,27486.48007,63.0625,15687,27468
point,720,4,0,3,14341.68682,19239.3456,298,14316,19227
point,719,4,0,3,10218.6211,16391.47097,448,10262,16543
point,718,4,0,3,12908.48937,16452.21467,672,12876,16471
point,717,4,2,3,9337.412296,17257.1375,252.25,9217,17255
point,716,4,0,3,11310.59572,28810.30702,672,11147,28595
point,715,4,1,3,19016.44131,9656.55086,132,19031,9892
point,714,4,2,3,6460.665674,14339.64414,132,6326,14279
point,713,4,0,3,12119.79682,16768.89942,336,12299,16664
point,712,4,0,3,14891.07769,8307.017005,448,14889,8308
point,711,4,4,3,10642.38915,27442.60885,63.0625,10644,27455
point,710,4,1,3,8636.006921,19025.10465,504.5,8584,18848
point,709,4,0,3,9146.446547,20216.22429,1009,8843,19730
point,708,4,0,3,10529.4434,20823.24846,1009,10364,20772
point,707,4,0,3,11230.43176,13610.75576,298,11305,13558
point,706,4,1,3,13008.8984,16394.15827,336,12876,16471
point,705,4,4,3,13980.57333,14934.70061,63.0625,13917,14923
point,704,4,0,3,19577.53492,20359.78971,132,18936,20992
point,1493,4,0,3,12091.4438,19326.22783,149,12201,19289
point,702,4,1,3,11391.25047,13517.84515,298,11338,13542
point,701,4,0,3,13206.89067,12965.90228,672,13220,12936
point,700,4,1,3,12545.86312,24104.02534,298,12197,23964
point,699,4,1,3,12142.55193,25856.58896,298,11957,25858
point,698,4,2,3,8867.125115,14324.67529,252.25,9065,14245
point,697,4,0,3,3033.868113,17834.13055,672,3076,17817
point,696,4,2,3,8658.726267,19669.33375,252.25,8843,19730
point,695,4,0,3,9873.917218,7793.557322,448,9992,7896
point,694,4,0,3,14732.80249,23706.20243,448,14744,23652
point,693,4,1,3,16161.20185,11481.65486,66,16084,11279
point,692,4,0,3,11052.36191,7571.973429,448,11347,7884
point,691,4,0,3,4262.072751,18040.57407,298,4240,17932
point,690,4,0,3,16627.85742,11019.75502,448,16900,10942
point,689,4,0,3,15404.10687,8451.092573,448,15412,8421
point,688,4,0,3,9657.371279,5315.711478,198,9681,5224
point,687,4,0,3,6452.476619,17924.5347,672,6483,17923
point,686,4,0,3,16136.66975,14254.88802,672,16212,14068
point,685,4,0,3,14560.02619,27985.83536,448,14880,27844
point,684,4,0,3,11006.9453,18172.46025,224,10965,18126
point,683,4,0,3,9049.052857,19718.64963,336,9079,19717
point,682,4,2,3,13588.66861,26173.31694,252.25,13393,25779
point,681,4,1,3,11363.00869,16867.81917,448,11303,16861
point,680,4,0,3,4848.749652,19701.57125,149,5109,19533
point,679,4,0,3,11569.62449,26215.1581,298,11505,26185
point,678,4,1,3,3968.007329,11061.18819,149,3756,11304
point,677,4,1,3,8736.787555,19695.03294,336,8600,19650
point,676,4,1,3,5793.449251,16042.48448,298,5820,16049
point,675,4,1,3,13518.18993,18539.10221,132,13849,18474
point,674,4,4,3,15967.84267,28655.41885,63.0625,16029,28772
point,673,4,4,3,14683.70785,15375.19501,63.0625,14590,15352
point,672,4,3,3,10822.62189,14173.5253,126.125,10831,14244
point,671,4,0,3,10557.37098,4737.556855,298,10658,4825
point,670,4,0,3,6634.100821,21381.21402,298,6556,21265
point,669,4,1,3,12113.65185,7699.519499,99,12115,7715
point,668,4,1,3,12149.97505,15613.06237,504.5,12242,15383
point,667,4,0,3,11912.11752,19389.71338,149,11914,19386
point,666,4,1,3,15325.39846,21359.35938,336,15187,21304
point,665,4,3,3,9747.691156,19639.02071,126.125,9842,19614
point,664,4,1,3,16525.96709,29260.68861,504.5,16285,29371
point,663,4,0,3,12393.50387,22142.23497,298,12191,22043
point,662,4,3,3,15162.24518,8962.315919,126.125,15223,8986
point,661,4,1,3,20015.00787,15902.27485,132,20042,16127
point,660,4,1,3,4300.54902,10680.32847,149,3756,11304
point,659,4,1,3,13702.51328,18790.64026,132,13571,18860
point,658,4,0,3,14817.64296,27550.87947,448,14880,27844
point,657,4,4,3,4544.515948,10314.38743,63.0625,4512,10374
point,656,4,1,3,11062.5362,5443.501492,298,11063,5444
point,655,4,0,3,15203.5141,20986.66452,298,15236,20811
point,654,4,4,3,15457.70306,18539.67893,63.0625,15301,18562
point,653,4,0,3,12769.83667,27260.78436,298,12869,26906
point,652,4,0,3,14426.07633,12750.46376,298,13699,12501
point,651,4,5,3,15715.94454,20952.64767,31.53125,15691,20976
point,650,4,0,3,8475.108646,8122.283743,298,8425,8188
point,649,4,0,3,10061.47821,7963.307628,448,10078,7970
point,648,4,0,3,15526.03261,28406.96309,298,15428,28448
point,647,4,0,3,8143.899613,20761.2846,298,8178,20774
point,646,4,2,3,11249.64677,10712.19396,149,11052,10854
point,645,4,3,3,5588.903381,19340.70838,126.125,5598,19779
point,644,4,0,3,13735.05954,21238.79614,149,13543,21152
point,643,4,0,3,11741.9632,23091.78925,672,11906,22694
point,642,4,0,3,14049.5973,9066.599232,672,14025,9270
point,641,4,0,3,16118.2969,11369.02938,66,16164,11489
point,640,4,0,3,13282.83096,8240.383508,448,13305,8242
point,639,4,0,3,8378.46187,12647.47602,448,8259,12449
point,638,4,0,3,14236.26161,12685.33732,298,13699,12501
point,637,4,1,3,14648.97834,13462.72686,298,14753,13563
point,636,4,0,3,4781.690643,17791.90608,672,4744,17794
point,635,4,0,3,13847.45643,26037.94365,298,13590,26176
point,634,4,0,3,15203.51309,18575.70298,672,15052,18597
point,633,4,0,3,7011.510333,19228.78533,298,7002,19235
point,632,4,0,3,17740.83226,17483.26614,132,17778,17543
point,631,4,1,3,13206.31496,28296.11899,448,13186,28298
point,630,4,1,3,10837.50452,16240.15247,298,10988,16230
point,629,4,0,3,8383.72651,19604.41018,672,8405,19607
point,628,4,0,3,13706.08349,26918.4928,298,13755,26895
point,627,4,0,3,17384.93055,24444.71447,132,17479,24565
point,626,4,1,3,15132.3357,8104.905694,198,15175,8153
point,625,4,0,3,13102.47788,11485.11744,448,13123,11489
point,624,4,1,3,10266.54389,6689.203559,298,10254,6710
point,623,4,5,3,9286.229791,12461.29831,31.53125,9454,12732
point,622,4,1,3,13754.12192,28570.84349,298,13697,28488
point,621,4,0,3,7495.325913,21104.5007,298,7556,21079
point,620,4,2,3,12077.99399,6568.777479,252.25,12259,6767
point,619,4,1,3,19643.90027,13148.88495,132,19598,13092
point,618,4,1,3,6260.169111,15392.31656,298,6313,15409
point,617,4,3,3,14449.83675,30113,126.125,14542,30113
point,616,4,0,3,15778.99462,14988.97658,672,15803,14966
point,615,4,0,3,12384.30607,19645.11024,672,12201,19289
point,614,4,5,3,7746.617147,14478.61953,31.53125,7789,14514
point,613,4,0,3,18416.57126,10382.13273,132,18435,10412
point,612,4,1,3,16858,12676.29263,504.5,16858,12703
point,611,4,1,3,11631.20713,25716.3362,298,11640,25144
point,610,4,0,3,15894,11799.89073,448,15894,11818
point,609,4,0,3,14642.54708,19974.07791,298,14629,19779
point,608,4,0,3,2809.538671,19145.28958,298,2784,19189
point,607,4,1,3,9934.620322,21331.38304,298,10074,21316
point,606,4,0,3,13459.61796,7069.486447,672,13474,7191
point,605,4,0,3,11811.77721,12520.58462,298,11571,12606
point,604,4,2,3,3682.392905,17594.04712,252.25,3594,17806
point,603,4,0,3,11493.75097,18200.12452,88,11462,18216
point,602,4,3,3,6564.682241,20936.21858,126.125,6600,20925
point,601,4,0,3,16240.91368,29255.19992,298,16285,29371
